TermID	padj	species
Malate dehydrogenase, type 1	1.370078683837084e-8	Gmax
Phosphoesterase	1.370078683837084e-8	Gmax
Transcription factor FAMA/SPEECHLESS/MUTE	1.370078683837084e-8	Gmax
Ribokinase/fructokinase	1.572412106841725e-8	Gmax
6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	2.0547139237164282e-8	Gmax
Glycoside hydrolase, family 3, N-terminal domain superfamily	2.0798223555311204e-8	Gmax
Amine oxidase	2.0798223555311204e-8	Gmax
L-lactate/malate dehydrogenase	2.3315071996801892e-8	Gmax
CheY-like superfamily	2.5613831471465615e-8	Gmax
Signal transduction response regulator, receiver domain	2.5613831471465615e-8	Gmax
Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily	3.089131928106826e-8	Gmax
Carbohydrate/purine kinase, PfkB, conserved site	3.089131928106826e-8	Gmax
PAZ domain superfamily	3.089131928106826e-8	Gmax
Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily	3.089131928106826e-8	Gmax
CTLH, C-terminal LisH motif	4.133902884325785e-8	Gmax
Aminotransferase, class I/classII	4.8655131246605616e-8	Gmax
Citrate synthase active site	4.8655131246605616e-8	Gmax
Ferrochelatase, active site	4.8655131246605616e-8	Gmax
Ferrochelatase, C-terminal	4.8655131246605616e-8	Gmax
Ferrochelatase, N-terminal	4.8655131246605616e-8	Gmax
Fibronectin type III superfamily	4.8655131246605616e-8	Gmax
Fyv10 family	4.8655131246605616e-8	Gmax
Gamma-glutamyl phosphate reductase GPR, conserved site	4.8655131246605616e-8	Gmax
Gid-type RING finger domain	4.8655131246605616e-8	Gmax
Hexokinase, binding site	4.8655131246605616e-8	Gmax
Pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit, subgroup y	4.8655131246605616e-8	Gmax
Replication factor C, C-terminal	4.8655131246605616e-8	Gmax
3-hydroxyacyl-CoA dehydrogenase, C-terminal	5.0457194868675554e-8	Gmax
Glutamate/acetylglutamate kinase	5.0457194868675554e-8	Gmax
UDP-glucose/GDP-mannose dehydrogenase	5.0457194868675554e-8	Gmax
Bacterial/plant glycogen synthase	5.072811253063457e-8	Gmax
Polyprenyl synthetase, conserved site	5.072811253063457e-8	Gmax
AAA ATPase, AAA+ lid domain	5.1474968965797726e-8	Gmax
Biotin/lipoyl attachment	6.319104503509834e-8	Gmax
Ribosomal protein S5 domain 2-type fold	8.228418544741222e-8	Gmax
RNA helicase, DEAD-box type, Q motif	1.0260737419638593e-7	Gmax
EDS1, EP domain	1.1186396046426225e-7	Gmax
Aminoacyl-tRNA synthetase, class I, conserved site	1.4113503036881774e-7	Gmax
Biotin-binding site	1.5118756069603544e-7	Gmax
UDP-glucose 6-dehydrogenase, eukaryotic type	1.5118756069603544e-7	Gmax
UDP-glucose/GDP-mannose dehydrogenase, C-terminal	1.5118756069603544e-7	Gmax
UDP-glucose/GDP-mannose dehydrogenase, C-terminal domain superfamily	1.5118756069603544e-7	Gmax
UDP-glucose/GDP-mannose dehydrogenase, dimerisation	1.5118756069603544e-7	Gmax
UDP-glucose/GDP-mannose dehydrogenase, N-terminal	1.5118756069603544e-7	Gmax
Single hybrid motif	1.8430941242256634e-7	Gmax
Carbohydrate kinase PfkB	2.4002239420617947e-7	Gmax
Acyl-CoA oxidase	2.8837252580806396e-7	Gmax
Aminotransferase, class IV, conserved site	2.8837252580806396e-7	Gmax
Ferrochelatase	2.8837252580806396e-7	Gmax
Phosphoenolpyruvate carboxykinase, ATP-utilising	2.8837252580806396e-7	Gmax
Phosphoenolpyruvate carboxykinase, C-terminal	2.8837252580806396e-7	Gmax
RNA polymerase, RBP11-like subunit	2.8837252580806396e-7	Gmax
PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily	4.0948643635976426e-7	Gmax
Alpha galactosidase, C-terminal beta sandwich domain	4.137296572047108e-7	Gmax
ATPase, AAA-type, conserved site	4.316700811601619e-7	Gmax
Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	4.771724887275464e-7	Gmax
Nucleotide-diphospho-sugar transferases	7.040607929503185e-7	Gmax
Polyprenyl synthetase	7.447008252210039e-7	Gmax
Histidine kinase domain	8.604155145228929e-7	Gmax
Initiation factor 2B-like, C-terminal	8.604155145228929e-7	Gmax
Initiation factor 2B-related	8.604155145228929e-7	Gmax
MORF/ORRM1/DAG-like	8.604155145228929e-7	Gmax
Ded1/Dbp1, DEAD-box helicase domain	1.0315428816599623e-6	Gmax
Glutamine synthetase, glycine-rich site	1.0315428816599623e-6	Gmax
Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain	1.0315428816599623e-6	Gmax
Glycosyl transferase 64 domain	1.0315428816599623e-6	Gmax
GTP-binding protein, orthogonal bundle domain superfamily	1.0315428816599623e-6	Gmax
Phosphatidylinositol kinase	1.0315428816599623e-6	Gmax
Phosphoinositide 3-kinase, accessory (PIK) domain	1.0315428816599623e-6	Gmax
Glycoside hydrolase, family 27	1.1968750001148385e-6	Gmax
Acyl-CoA oxidase, C-terminal	1.1968750001148385e-6	Gmax
Alpha,alpha-trehalose-phosphate synthase	1.1968750001148385e-6	Gmax
DNA mismatch repair protein MutL/Mlh/Pms	1.1968750001148385e-6	Gmax
DNA mismatch repair protein,  S5 domain 2-like	1.1968750001148385e-6	Gmax
Isocitrate dehydrogenase NAD-dependent	1.1968750001148385e-6	Gmax
NOP5, N-terminal	1.1968750001148385e-6	Gmax
Nucleolar protein Nop56/Nop58	1.1968750001148385e-6	Gmax
Trafficking protein particle complex subunit	1.1968750001148385e-6	Gmax
tRNA-binding domain	1.1968750001148385e-6	Gmax
Ribokinase-like	1.6689951170243833e-6	Gmax
Exoribonuclease, PH domain 2 superfamily	1.9359304023664535e-6	Gmax
THIF-type NAD/FAD binding fold	1.9359304023664535e-6	Gmax
ThiF/MoeB/HesA family	1.9359304023664535e-6	Gmax
Ubiquitin-activating enzyme	1.9359304023664535e-6	Gmax
Fibronectin type III	2.749440788408073e-6	Gmax
Gamma tubulin complex component protein, N-terminal	2.749440788408073e-6	Gmax
Glutamine synthetase, beta-Grasp domain	2.749440788408073e-6	Gmax
Signal recognition particle SRP54, helical bundle	2.749440788408073e-6	Gmax
Signal recognition particle SRP54, N-terminal domain superfamily	2.749440788408073e-6	Gmax
LSM domain superfamily	2.8642969243968173e-6	Gmax
Phosphatidylinositol 3-/4-kinase, catalytic domain	2.9344383727905253e-6	Gmax
Signal transduction histidine kinase-related protein, C-terminal	2.9344383727905253e-6	Gmax
Exoribonuclease, phosphorolytic domain 1	3.0169333134668565e-6	Gmax
Sec23/Sec24, trunk domain	3.034006710132898e-6	Gmax
Zinc finger, Sec23/Sec24-type superfamily	3.034006710132898e-6	Gmax
DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal	4.660029768048435e-6	Gmax
Oberon, PHD finger domain	4.660029768048435e-6	Gmax
Thiamin diphosphate-binding fold	4.903035113991183e-6	Gmax
Aminotransferase class IV	5.397316524355814e-6	Gmax
Branched-chain-amino-acid aminotransferase-like, C-terminal	5.397316524355814e-6	Gmax
Branched-chain-amino-acid aminotransferase-like, N-terminal	5.397316524355814e-6	Gmax
2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	5.8042692598921095e-6	Gmax
2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain  superfamily	5.8042692598921095e-6	Gmax
ATP-citrate lyase/succinyl-CoA ligase, active site	5.8042692598921095e-6	Gmax
ATP-citrate lyase/succinyl-CoA ligase, conserved site	5.8042692598921095e-6	Gmax
Beta-Casp domain	5.8042692598921095e-6	Gmax
Biotin carboxylase-like, N-terminal domain	5.8042692598921095e-6	Gmax
Biotin carboxylase, C-terminal	5.8042692598921095e-6	Gmax
Biotin carboxylation domain	5.8042692598921095e-6	Gmax
ChlI/MoxR, AAA lid domain	5.8042692598921095e-6	Gmax
Magnesium chelatase ChlI-like, catalytic domain	5.8042692598921095e-6	Gmax
Methionyl/Leucyl tRNA synthetase	5.8042692598921095e-6	Gmax
Peptidase T1A, proteasome beta-subunit	5.8042692598921095e-6	Gmax
Phosphoenolpyruvate carboxykinase (ATP), conserved site	5.8042692598921095e-6	Gmax
Phosphoenolpyruvate carboxykinase, N-terminal	5.8042692598921095e-6	Gmax
Adenine phosphoribosyl transferase	5.8042692598921095e-6	Gmax
Aminoacyl-tRNA synthetase, class Ia	5.8042692598921095e-6	Gmax
Gamma tubulin complex component, C-terminal	5.8042692598921095e-6	Gmax
Gamma-tubulin complex component protein	5.8042692598921095e-6	Gmax
Gamma-tubulin complex component, C-terminal domain superfamily	5.8042692598921095e-6	Gmax
Glutamine synthetase, catalytic domain	5.8042692598921095e-6	Gmax
Glutamine synthetase, N-terminal conserved site	5.8042692598921095e-6	Gmax
Microtubule-associated protein 70	5.8042692598921095e-6	Gmax
RmlD-like substrate binding domain	5.8042692598921095e-6	Gmax
Aminoacyl-tRNA synthetase, class Ia, anticodon-binding	6.345909419180341e-6	Gmax
PNPase/RNase PH domain superfamily	6.345909419180341e-6	Gmax
Aminotransferase-like, PLP-dependent enzymes	8.395608475718072e-6	Gmax
Exoribonuclease, phosphorolytic domain 2	8.395608475718072e-6	Gmax
Ethylene insensitive 3	1.2065449182792816e-5	Gmax
Ethylene insensitive 3-like protein, DNA-binding domain superfamily	1.2065449182792816e-5	Gmax
Glutamine synthetase, N-terminal domain superfamily	1.2065449182792816e-5	Gmax
Signal recognition particle, SRP54 subunit, GTPase domain	1.2065449182792816e-5	Gmax
Acetyl-coenzyme A carboxyltransferase, C-terminal	1.8995689789352953e-5	Gmax
Aspartate/other aminotransferase	1.8995689789352953e-5	Gmax
DNA mismatch repair protein MutS, core	1.8995689789352953e-5	Gmax
Actin, conserved site	2.1316509133481323e-5	Gmax
Actin/actin-like conserved site	2.1316509133481323e-5	Gmax
Nucleoside phosphatase GDA1/CD39	2.1316509133481323e-5	Gmax
Acyl-CoA dehydrogenase-like, C-terminal	2.2739503279379682e-5	Gmax
Acyl-CoA oxidase/dehydrogenase, central domain	2.2739503279379682e-5	Gmax
Heat shock protein Hsp90, conserved site	2.2739503279379682e-5	Gmax
ADP-ribosylation factor GTPase-activating protein AGD6/7	2.5606389342283743e-5	Gmax
Alpha-D-phosphohexomutase, conserved site	2.5606389342283743e-5	Gmax
ATP-dependent Clp protease ATP-binding subunit CLPT1/2	2.5606389342283743e-5	Gmax
ATPase, F1/V1 complex, beta/alpha subunit, C-terminal	2.5606389342283743e-5	Gmax
Cyclin-dependent kinase 7	2.5606389342283743e-5	Gmax
Dehydroascorbate reductases DHAR1/2/3/4	2.5606389342283743e-5	Gmax
Dihydroneopterin aldolase	2.5606389342283743e-5	Gmax
Dihydroneopterin aldolase/epimerase domain	2.5606389342283743e-5	Gmax
DNA mismatch repair protein family, N-terminal	2.5606389342283743e-5	Gmax
DNA mismatch repair, conserved site	2.5606389342283743e-5	Gmax
DNA-directed RNA polymerase, 30-40kDa subunit, conserved site	2.5606389342283743e-5	Gmax
DNA-directed RNA polymerase, RpoA/D/Rpb3-type	2.5606389342283743e-5	Gmax
E3 ubiquitin ligase Bre1	2.5606389342283743e-5	Gmax
EDS1-like	2.5606389342283743e-5	Gmax
Elongation factor 1-gamma, plant	2.5606389342283743e-5	Gmax
Elongation factor 1B gamma, C-terminal	2.5606389342283743e-5	Gmax
Elongation factor EF1B gamma, C-terminal domain superfamily	2.5606389342283743e-5	Gmax
Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain	2.5606389342283743e-5	Gmax
GPN-loop GTPase	2.5606389342283743e-5	Gmax
HMG-CoA lyase	2.5606389342283743e-5	Gmax
HMGB9-like, ARID/BRIGHT DNA binding domain	2.5606389342283743e-5	Gmax
Hydroxymethylglutaryl-CoA lyase, active site	2.5606389342283743e-5	Gmax
Increased DNA methylation 2/3-like	2.5606389342283743e-5	Gmax
Isw1/2, N-terminal	2.5606389342283743e-5	Gmax
ISWI, HAND domain	2.5606389342283743e-5	Gmax
ISWI, HAND domain superfamily	2.5606389342283743e-5	Gmax
Mannose-1-phosphate guanyltransferase, N-terminal domain	2.5606389342283743e-5	Gmax
MutL, C-terminal domain superfamily	2.5606389342283743e-5	Gmax
MutL, C-terminal domain, dimerisation subdomain	2.5606389342283743e-5	Gmax
MutL, C-terminal, dimerisation	2.5606389342283743e-5	Gmax
Phosphoribosyl pyrophosphate synthetase, conserved site	2.5606389342283743e-5	Gmax
Polycomb protein, VEFS-Box	2.5606389342283743e-5	Gmax
Proteasome subunit alpha2	2.5606389342283743e-5	Gmax
Pyridine nucleotide-disulphide oxidoreductase, class-II, active site	2.5606389342283743e-5	Gmax
Riboflavin biosynthesis protein RibD	2.5606389342283743e-5	Gmax
Ribose-phosphate pyrophosphokinase, bacterial-type	2.5606389342283743e-5	Gmax
Ribulose-phosphate 3-epimerase	2.5606389342283743e-5	Gmax
Ribulose-phosphate 3-epimerase-like	2.5606389342283743e-5	Gmax
Rmd5, degenerated RING (dRING) finger	2.5606389342283743e-5	Gmax
RuvB-like	2.5606389342283743e-5	Gmax
RuvB-like, AAA-lid domain	2.5606389342283743e-5	Gmax
RuvBL1/2, DNA/RNA binding domain	2.5606389342283743e-5	Gmax
Sec24-like, trunk domain	2.5606389342283743e-5	Gmax
SLIDE domain	2.5606389342283743e-5	Gmax
Thiolase, acyl-enzyme intermediate active site	2.5606389342283743e-5	Gmax
Thioredoxin reductase	2.5606389342283743e-5	Gmax
TIP49, P-loop domain	2.5606389342283743e-5	Gmax
Triacylglycerol lipase, N-terminal	2.5606389342283743e-5	Gmax
Ubiquitin activating enzyme, alpha domain superfamily	2.5606389342283743e-5	Gmax
Alkaline-phosphatase-like, core domain superfamily	2.7416982575610024e-5	Gmax
Argonaute-like, PIWI domain	2.7416982575610024e-5	Gmax
Protein argonaute, N-terminal	2.7416982575610024e-5	Gmax
Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily	3.428106442811507e-5	Gmax
Circularly permuted (CP)-type guanine nucleotide-binding (G) domain	3.428106442811507e-5	Gmax
Sec23/Sec24 helical domain superfamily	3.428106442811507e-5	Gmax
Sec23/Sec24, helical domain	3.428106442811507e-5	Gmax
Cystatin	3.9222114860541195e-5	Gmax
DNA mismatch repair protein MutS, core domain superfamily	3.9222114860541195e-5	Gmax
Nop domain	3.9222114860541195e-5	Gmax
Nop domain superfamily	3.9222114860541195e-5	Gmax
Nop, C-terminal domain	3.9222114860541195e-5	Gmax
NOSIC	3.9222114860541195e-5	Gmax
RNA polymerase, beta subunit, protrusion	3.9222114860541195e-5	Gmax
SRP/SRP receptor, N-terminal	3.9222114860541195e-5	Gmax
Zn-dependent metallo-hydrolase, RNA specificity domain	3.9222114860541195e-5	Gmax
Heat shock protein Hsp90, N-terminal	5.6721942547031446e-5	Gmax
Parallel beta-helix repeat	7.546551826736775e-5	Gmax
Argonaute, linker 1 domain	8.105555583991708e-5	Gmax
Piwi domain	8.105555583991708e-5	Gmax
Alpha-isopropylmalate/homocitrate synthase, conserved site	8.105555583991708e-5	Gmax
AP complex subunit beta	8.105555583991708e-5	Gmax
ATP-citrate lyase/succinyl-CoA ligase	8.105555583991708e-5	Gmax
Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain	8.105555583991708e-5	Gmax
CHASE domain	8.105555583991708e-5	Gmax
CHASE domain superfamily	8.105555583991708e-5	Gmax
DNA-directed RNA polymerase, subunit 2	8.105555583991708e-5	Gmax
DNA-directed RNA polymerase, subunit 2, hybrid-binding domain	8.105555583991708e-5	Gmax
DNA-directed RNA polymerase, subunit 2, hybrid-binding domain superfamily	8.105555583991708e-5	Gmax
RNA polymerase Rpb2, domain 2	8.105555583991708e-5	Gmax
RNA polymerase Rpb2, domain 2 superfamily	8.105555583991708e-5	Gmax
RNA polymerase Rpb2, domain 3	8.105555583991708e-5	Gmax
RNA polymerase Rpb2, domain 7	8.105555583991708e-5	Gmax
RNA polymerase Rpb2, OB-fold	8.105555583991708e-5	Gmax
RNA polymerase, beta subunit, conserved site	8.105555583991708e-5	Gmax
Rudiment single hybrid motif	8.105555583991708e-5	Gmax
Squalene cyclase, N-terminal	8.105555583991708e-5	Gmax
Enoyl-CoA hydratase/isomerase	8.608361523302801e-5	Gmax
HSP90, C-terminal domain	8.608361523302801e-5	Gmax
Kelch repeat type 2	8.608361523302801e-5	Gmax
KHA domain	8.608361523302801e-5	Gmax
SNF2, N-terminal	1.0132944135269092e-4	Gmax
3-hydroxyacyl-CoA dehydrogenase, conserved site	1.0537616346462294e-4	Gmax
Acetyl-CoA biotin carboxyl carrier	1.0537616346462294e-4	Gmax
Acyl-coenzyme A oxidase, N-terminal	1.0537616346462294e-4	Gmax
Anthranilate synthase/para-aminobenzoate synthase like domain	1.0537616346462294e-4	Gmax
DNA-directed RNA polymerase, insert domain	1.0537616346462294e-4	Gmax
DNA-directed RNA polymerase, insert domain superfamily	1.0537616346462294e-4	Gmax
Gamma-glutamyltranspeptidase	1.0537616346462294e-4	Gmax
Gamma-glutamyltranspeptidase, large subunit, C-terminal domain	1.0537616346462294e-4	Gmax
Gamma-glutamyltranspeptidase, small subunit	1.0537616346462294e-4	Gmax
Methioninyl-tRNA synthetase core domain	1.0537616346462294e-4	Gmax
Methionyl-tRNA synthetase	1.0537616346462294e-4	Gmax
Methionyl-tRNA synthetase, anticodon-binding domain	1.0537616346462294e-4	Gmax
Moybdenum cofactor oxidoreductase, dimerisation	1.0537616346462294e-4	Gmax
Phosphoinositide-specific phospholipase C, EF-hand-like domain	1.0537616346462294e-4	Gmax
Sas10/Utp3/C1D	1.0537616346462294e-4	Gmax
Sirtuin family	1.0537616346462294e-4	Gmax
Sirtuin family, catalytic core domain	1.0537616346462294e-4	Gmax
Sm-like protein Lsm7/SmG	1.0537616346462294e-4	Gmax
Terpene synthase, conserved site	1.0537616346462294e-4	Gmax
Potassium channel KAT/AKT	1.2691127591691316e-4	Gmax
HAD superfamily	1.3821195144289125e-4	Gmax
Transketolase, C-terminal domain	1.388616205681679e-4	Gmax
Squalene cyclase, C-terminal	1.4674038203009565e-4	Gmax
AMP-activated protein kinase, glycogen-binding domain	1.8625974856450008e-4	Gmax
Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II	1.8625974856450008e-4	Gmax
Dehydrogenase, E1 component	1.8807807231323466e-4	Gmax
