TermID	genes	all	pval	padj	Class	Mode	Motif	Peak	Species
response to low light intensity stimulus	8	10	8.075573888199078e-5	0.007600887715746401	GOBP	SSD	bifan	peak2	Athaliana
intracellular protein transport	63	201	1.0192982244270692e-4	0.009365409162057286	GOBP	SSD	bifan	peak2	Athaliana
cytidine to uridine editing	12	20	1.0642684733313339e-4	0.009551190787408412	GOBP	SSD	bifan	peak2	Athaliana
chaperone cofactor-dependent protein refolding	19	42	2.0251276053270508e-4	0.01776128961126611	GOBP	SSD	bifan	peak2	Athaliana
protein modification by small protein removal	8	11	2.435594784896288e-4	0.02043252233677125	GOBP	SSD	bifan	peak2	Athaliana
regulation of mRNA splicing, via spliceosome	8	11	2.435594784896288e-4	0.02043252233677125	GOBP	SSD	bifan	peak2	Athaliana
small GTPase mediated signal transduction	10	16	2.576555226696305e-4	0.021155163020895828	GOBP	SSD	bifan	peak2	Athaliana
protein transport	145	556	3.1679727243236205e-4	0.023889724911191533	GOBP	SSD	bifan	peak2	Athaliana
cellular response to oxidative stress	18	40	3.212366002928421e-4	0.023889724911191533	GOBP	SSD	bifan	peak2	Athaliana
spermidine biosynthetic process	7	9	3.2398225549569193e-4	0.023889724911191533	GOBP	SSD	bifan	peak2	Athaliana
detection of hypoxia	5	5	3.281045401122444e-4	0.023889724911191533	GOBP	SSD	bifan	peak2	Athaliana
peptidyl-cysteine oxidation	5	5	3.281045401122444e-4	0.023889724911191533	GOBP	SSD	bifan	peak2	Athaliana
S-adenosylmethioninamine biosynthetic process	5	5	3.281045401122444e-4	0.023889724911191533	GOBP	SSD	bifan	peak2	Athaliana
regulation of cyclin-dependent protein serine/threonine kinase activity	17	37	3.460611151804379e-4	0.02473055265706129	GOBP	SSD	bifan	peak2	Athaliana
response to light stimulus	40	119	3.731807363636318e-4	0.024980222979898232	GOBP	SSD	bifan	peak2	Athaliana
gibberellin mediated signaling pathway	6	7	3.8192100435708616e-4	0.024980222979898232	GOBP	SSD	bifan	peak2	Athaliana
guard mother cell differentiation	6	7	3.8192100435708616e-4	0.024980222979898232	GOBP	SSD	bifan	peak2	Athaliana
protein desumoylation	6	7	3.8192100435708616e-4	0.024980222979898232	GOBP	SSD	bifan	peak2	Athaliana
S-adenosyl-L-methionine transmembrane transport	6	7	3.8192100435708616e-4	0.024980222979898232	GOBP	SSD	bifan	peak2	Athaliana
negative regulation of catalytic activity	29	79	4.551937671916172e-4	0.028907816570853978	GOBP	SSD	bifan	peak2	Athaliana
auxin-activated signaling pathway	49	155	4.569517519621904e-4	0.028907816570853978	GOBP	SSD	bifan	peak2	Athaliana
protein folding	50	162	7.417459323764287e-4	0.046167702468397395	GOBP	SSD	bifan	peak2	Athaliana
vesicle-mediated transport	66	228	8.458407802787155e-4	0.04986000224714751	GOBP	SSD	bifan	peak2	Athaliana
endoplasmic reticulum-plasma membrane tethering	7	10	8.915107942609947e-4	0.04986000224714751	GOBP	SSD	bifan	peak2	Athaliana
intermembrane lipid transfer	7	10	8.915107942609947e-4	0.04986000224714751	GOBP	SSD	bifan	peak2	Athaliana
mitotic spindle assembly checkpoint signaling	7	10	8.915107942609947e-4	0.04986000224714751	GOBP	SSD	bifan	peak2	Athaliana
peptidyl-proline hydroxylation to 4-hydroxy-L-proline	7	10	8.915107942609947e-4	0.04986000224714751	GOBP	SSD	bifan	peak2	Athaliana
syncytium formation	7	10	8.915107942609947e-4	0.04986000224714751	GOBP	SSD	bifan	peak2	Athaliana
U4 snRNA 3'-end processing	7	10	8.915107942609947e-4	0.04986000224714751	GOBP	SSD	bifan	peak2	Athaliana
GTPase activity	91	174	2.885301673599708e-21	7.9057265856632e-18	GOMF	SSD	bifan	peak2	Athaliana
peptidyl-prolyl cis-trans isomerase activity	43	58	1.046842106589588e-18	1.4341736860277356e-15	GOMF	SSD	bifan	peak2	Athaliana
metal ion binding	583	2185	1.0405242214938008e-15	9.503454556310048e-13	GOMF	SSD	bifan	peak2	Athaliana
glutathione oxidoreductase activity	30	37	2.62083754293136e-15	1.7952737169079817e-12	GOMF	SSD	bifan	peak2	Athaliana
ubiquitin conjugating enzyme activity	29	36	1.0655261914186535e-14	5.839083528974221e-12	GOMF	SSD	bifan	peak2	Athaliana
GTP binding	99	240	4.291481146814124e-14	1.95977639037845e-11	GOMF	SSD	bifan	peak2	Athaliana
peroxidase activity	42	68	7.205594229154845e-14	2.8204754554120393e-11	GOMF	SSD	bifan	peak2	Athaliana
ubiquitin-protein transferase activity	90	226	6.43526365607022e-12	2.2040778022040503e-9	GOMF	SSD	bifan	peak2	Athaliana
cyclosporin A binding	15	15	3.4711684852490464e-11	1.0567779610647097e-8	GOMF	SSD	bifan	peak2	Athaliana
ubiquitin protein ligase activity	76	185	4.786111474463535e-11	1.3113945440030086e-8	GOMF	SSD	bifan	peak2	Athaliana
phosphoprotein phosphatase activity	61	136	5.2995902969297665e-11	1.3200797648715964e-8	GOMF	SSD	bifan	peak2	Athaliana
isomerase activity	87	225	8.965253674267867e-11	2.0470662556244965e-8	GOMF	SSD	bifan	peak2	Athaliana
xyloglucan:xyloglucosyl transferase activity	18	21	1.976012436720692e-10	4.1648262127805355e-8	GOMF	SSD	bifan	peak2	Athaliana
protein serine/threonine phosphatase activity	50	107	4.874377313146805e-10	9.279030880463666e-8	GOMF	SSD	bifan	peak2	Athaliana
myosin phosphatase activity	49	104	5.079761430910767e-10	9.279030880463666e-8	GOMF	SSD	bifan	peak2	Athaliana
polysaccharide binding	28	49	1.25857368790959e-8	2.155307440545173e-6	GOMF	SSD	bifan	peak2	Athaliana
chlorophyll binding	21	32	2.824206808382228e-8	4.55195685586312e-6	GOMF	SSD	bifan	peak2	Athaliana
glutathione transferase activity	25	47	4.947772079720033e-7	7.531608610240495e-5	GOMF	SSD	bifan	peak2	Athaliana
enzyme activator activity	12	15	1.0614307310036743e-6	1.5306948436579303e-4	GOMF	SSD	bifan	peak2	Athaliana
alditol:NADP+ 1-oxidoreductase activity	8	8	2.657117774265307e-6	3.466906048327115e-4	GOMF	SSD	bifan	peak2	Athaliana
phosphorelay response regulator activity	8	8	2.657117774265307e-6	3.466906048327115e-4	GOMF	SSD	bifan	peak2	Athaliana
nucleobase-containing compound kinase activity	9	10	4.370185033052998e-6	5.442866813893279e-4	GOMF	SSD	bifan	peak2	Athaliana
nucleic acid binding	144	522	1.8880572585480317e-5	0.002159595283592254	GOMF	SSD	bifan	peak2	Athaliana
adenylate kinase activity	8	9	1.964729580284061e-5	0.002159595283592254	GOMF	SSD	bifan	peak2	Athaliana
chitinase activity	9	11	1.9704336529126407e-5	0.002159595283592254	GOMF	SSD	bifan	peak2	Athaliana
oxidoreductase activity	223	873	3.714712163655786e-5	0.003914735126314175	GOMF	SSD	bifan	peak2	Athaliana
DNA-binding transcription factor activity	47	135	4.539307695094647e-5	0.0046065566979849384	GOMF	SSD	bifan	peak2	Athaliana
structural constituent of chromatin	22	49	7.484935684783434e-5	0.007324544205823789	GOMF	SSD	bifan	peak2	Athaliana
aminoacyl-tRNA hydrolase activity	7	8	8.72772868456964e-5	0.00823117789047722	GOMF	SSD	bifan	peak2	Athaliana
kinase binding	19	40	9.012238566215936e-5	0.00823117789047722	GOMF	SSD	bifan	peak2	Athaliana
cyclin-dependent protein serine/threonine kinase regulator activity	17	35	1.4909647225143534e-4	0.01317820432157848	GOMF	SSD	bifan	peak2	Athaliana
glucose-6-phosphate 1-epimerase activity	7	9	3.2398225549569193e-4	0.022716565620981736	GOMF	SSD	bifan	peak2	Athaliana
glutathione peroxidase activity	7	9	3.2398225549569193e-4	0.022716565620981736	GOMF	SSD	bifan	peak2	Athaliana
adenosylmethionine decarboxylase activity	5	5	3.281045401122444e-4	0.022716565620981736	GOMF	SSD	bifan	peak2	Athaliana
cysteine dioxygenase activity	5	5	3.281045401122444e-4	0.022716565620981736	GOMF	SSD	bifan	peak2	Athaliana
phosphatidylinositol transfer activity	5	5	3.281045401122444e-4	0.022716565620981736	GOMF	SSD	bifan	peak2	Athaliana
phospholipase activator activity	5	5	3.281045401122444e-4	0.022716565620981736	GOMF	SSD	bifan	peak2	Athaliana
serine O-acetyltransferase activity	5	5	3.281045401122444e-4	0.022716565620981736	GOMF	SSD	bifan	peak2	Athaliana
serine O-acyltransferase activity	5	5	3.281045401122444e-4	0.022716565620981736	GOMF	SSD	bifan	peak2	Athaliana
mRNA binding	224	908	3.316286951968137e-4	0.022716565620981736	GOMF	SSD	bifan	peak2	Athaliana
L-ascorbate peroxidase activity	6	7	3.8192100435708616e-4	0.024915798855676574	GOMF	SSD	bifan	peak2	Athaliana
S-adenosyl-L-methionine transmembrane transporter activity	6	7	3.8192100435708616e-4	0.024915798855676574	GOMF	SSD	bifan	peak2	Athaliana
transcription cis-regulatory region binding	33	93	3.933103829375979e-4	0.0250621034709074	GOMF	SSD	bifan	peak2	Athaliana
deubiquitinase activity	8	12	6.013881353994216e-4	0.037450079340782164	GOMF	SSD	bifan	peak2	Athaliana
chaperone binding	18	42	6.633374859435561e-4	0.04038988247745208	GOMF	SSD	bifan	peak2	Athaliana
protein heterodimerization activity	29	81	7.303303578215828e-4	0.04350228653111167	GOMF	SSD	bifan	peak2	Athaliana
oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	15	33	8.803452387143129e-4	0.04985182808724746	GOMF	SSD	bifan	peak2	Athaliana
DNA-3-methyladenine glycosylase activity	7	10	8.915107942609947e-4	0.04985182808724746	GOMF	SSD	bifan	peak2	Athaliana
procollagen-proline 4-dioxygenase activity	7	10	8.915107942609947e-4	0.04985182808724746	GOMF	SSD	bifan	peak2	Athaliana
Zinc finger, RING/FYVE/PHD-type	210	510	2.1125443776932133e-28	1.9699476321989212e-24	InterPro	SSD	bifan	peak2	Athaliana
Zinc finger, RING-type	150	334	4.05940290720669e-25	1.892696605485119e-21	InterPro	SSD	bifan	peak2	Athaliana
RNA recognition motif domain	108	209	1.967340771986592e-24	6.115150899591657e-21	InterPro	SSD	bifan	peak2	Athaliana
Small GTP-binding protein domain	69	109	8.753518287528515e-23	1.8398719167766117e-19	InterPro	SSD	bifan	peak2	Athaliana
Nucleotide-binding alpha-beta plait domain superfamily	110	223	9.86526496931159e-23	1.8398719167766117e-19	InterPro	SSD	bifan	peak2	Athaliana
Small GTPase	52	70	2.060025637900491e-22	3.20162317890368e-19	InterPro	SSD	bifan	peak2	Athaliana
RNA-binding domain superfamily	110	227	6.023540109116538e-22	8.024215931073102e-19	InterPro	SSD	bifan	peak2	Athaliana
Ubiquitin-conjugating enzyme, active site	28	31	6.772358449137418e-17	7.894030317275803e-14	InterPro	SSD	bifan	peak2	Athaliana
Thioredoxin-like superfamily	95	209	8.322968192116342e-17	8.623519821276099e-14	InterPro	SSD	bifan	peak2	Athaliana
Ubiquitin-conjugating enzyme E2	34	44	5.233755348732358e-16	4.880476862692924e-13	InterPro	SSD	bifan	peak2	Athaliana
Glutaredoxin	30	37	2.62083754293136e-15	2.2217554625304484e-12	InterPro	SSD	bifan	peak2	Athaliana
Small GTPase superfamily, ARF/SAR type	19	19	5.5902604994156906e-14	4.34409826308761e-11	InterPro	SSD	bifan	peak2	Athaliana
Cyclophilin-like domain superfamily	25	30	1.7594839666202667e-13	1.1719419991952846e-10	InterPro	SSD	bifan	peak2	Athaliana
Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	25	30	1.7594839666202667e-13	1.1719419991952846e-10	InterPro	SSD	bifan	peak2	Athaliana
Chlorophyll A-B binding protein, plant and chromista	19	20	9.053990081560054e-13	5.6285638340365e-10	InterPro	SSD	bifan	peak2	Athaliana
Ubiquitin-conjugating enzyme/RWD-like	34	53	3.6293761380406423e-12	2.1152457804518118e-9	InterPro	SSD	bifan	peak2	Athaliana
Proteasome, subunit alpha/beta	20	24	5.107064628921291e-11	2.8013751567465318e-8	InterPro	SSD	bifan	peak2	Athaliana
Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site	16	17	9.595536590455702e-11	4.9710210392221896e-8	InterPro	SSD	bifan	peak2	Athaliana
Zinc finger, RING-CH-type	24	33	1.0189258883024451e-10	5.000781004431737e-8	InterPro	SSD	bifan	peak2	Athaliana
Beta-glucanase/XTH	18	21	1.976012436720692e-10	7.946444569706442e-8	InterPro	SSD	bifan	peak2	Athaliana
Glycoside hydrolase family 16	18	21	1.976012436720692e-10	7.946444569706442e-8	InterPro	SSD	bifan	peak2	Athaliana
Xyloglucan endo-transglycosylase, C-terminal	18	21	1.976012436720692e-10	7.946444569706442e-8	InterPro	SSD	bifan	peak2	Athaliana
Xyloglucan endotransglucosylase/hydrolase	18	21	1.976012436720692e-10	7.946444569706442e-8	InterPro	SSD	bifan	peak2	Athaliana
Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase	20	25	2.06771390345543e-10	7.946444569706442e-8	InterPro	SSD	bifan	peak2	Athaliana
Chlorophyll A-B binding protein	19	23	2.1304140937550782e-10	7.946444569706442e-8	InterPro	SSD	bifan	peak2	Athaliana
E3 ubiquitin-protein ligase RNF126-like, zinc-ribbon	13	13	8.637553151720833e-10	2.8328647042671937e-7	InterPro	SSD	bifan	peak2	Athaliana
Proteasome alpha-subunit, N-terminal domain	13	13	8.637553151720833e-10	2.8328647042671937e-7	InterPro	SSD	bifan	peak2	Athaliana
Proteasome alpha-type subunit	13	13	8.637553151720833e-10	2.8328647042671937e-7	InterPro	SSD	bifan	peak2	Athaliana
FKBP-type peptidyl-prolyl cis-trans isomerase domain	18	22	8.809981385924784e-10	2.8328647042671937e-7	InterPro	SSD	bifan	peak2	Athaliana
Short-chain dehydrogenase/reductase SDR	33	59	1.3545484040215492e-9	4.2103879558336487e-7	InterPro	SSD	bifan	peak2	Athaliana
E3 ubiquitin-protein ligase RING1-like	12	12	4.307216277781306e-9	1.2171149027366872e-6	InterPro	SSD	bifan	peak2	Athaliana
Histone H2A	12	12	4.307216277781306e-9	1.2171149027366872e-6	InterPro	SSD	bifan	peak2	Athaliana
Histone H2A, C-terminal domain	12	12	4.307216277781306e-9	1.2171149027366872e-6	InterPro	SSD	bifan	peak2	Athaliana
Nucleophile aminohydrolases, N-terminal	27	45	5.272134785519036e-9	1.4459604963225002e-6	InterPro	SSD	bifan	peak2	Athaliana
Mitochondrial carrier domain superfamily	31	57	1.0608621151808164e-8	2.747927562239198e-6	InterPro	SSD	bifan	peak2	Athaliana
Mitochondrial substrate/solute carrier	31	57	1.0608621151808164e-8	2.747927562239198e-6	InterPro	SSD	bifan	peak2	Athaliana
Chaperone J-domain superfamily	46	103	1.4171206325170699e-8	3.571526999519372e-6	InterPro	SSD	bifan	peak2	Athaliana
DnaJ domain	44	97	1.631422234683029e-8	4.003424299584012e-6	InterPro	SSD	bifan	peak2	Athaliana
Haem peroxidase	21	32	2.824206808382228e-8	6.752750894401096e-6	InterPro	SSD	bifan	peak2	Athaliana
Expansin	12	13	4.562874782909198e-8	1.037775789039714e-5	InterPro	SSD	bifan	peak2	Athaliana
Senescence regulator S40	12	13	4.562874782909198e-8	1.037775789039714e-5	InterPro	SSD	bifan	peak2	Athaliana
Haem peroxidase superfamily	21	33	6.290883980275468e-8	1.3967260265730653e-5	InterPro	SSD	bifan	peak2	Athaliana
Histone H2A/H2B/H3	20	31	9.314369374615883e-8	2.0199184748440258e-5	InterPro	SSD	bifan	peak2	Athaliana
Aldo/keto reductase, conserved site	10	10	1.0703001932010769e-7	2.2178998448000093e-5	InterPro	SSD	bifan	peak2	Athaliana
Small GTPase superfamily, ARF type	10	10	1.0703001932010769e-7	2.2178998448000093e-5	InterPro	SSD	bifan	peak2	Athaliana
NAD(P)-binding domain superfamily	92	275	1.1979704543856394e-7	2.4284944537274102e-5	InterPro	SSD	bifan	peak2	Athaliana
Glutathione S-transferase, C-terminal domain superfamily	28	53	1.2437682944505135e-7	2.467689222500221e-5	InterPro	SSD	bifan	peak2	Athaliana
Glutathione S-transferase, C-terminal-like	24	42	1.3862117081341576e-7	2.6930050371564624e-5	InterPro	SSD	bifan	peak2	Athaliana
Glutathione S-transferase, N-terminal	26	48	1.8114302086803983e-7	3.447262591009125e-5	InterPro	SSD	bifan	peak2	Athaliana
Thioredoxin domain	37	82	2.60770884816234e-7	4.7708539202793646e-5	InterPro	SSD	bifan	peak2	Athaliana
Glutaredoxin-like, plant II	13	16	2.609260589107213e-7	4.7708539202793646e-5	InterPro	SSD	bifan	peak2	Athaliana
Methyltransferase type 11	20	33	4.1424265453820397e-7	7.428486064555292e-5	InterPro	SSD	bifan	peak2	Athaliana
Histone H2A conserved site	9	9	5.333455206933978e-7	8.725345579764797e-5	InterPro	SSD	bifan	peak2	Athaliana
Mitochondrial glycoprotein	9	9	5.333455206933978e-7	8.725345579764797e-5	InterPro	SSD	bifan	peak2	Athaliana
Mitochondrial glycoprotein superfamily	9	9	5.333455206933978e-7	8.725345579764797e-5	InterPro	SSD	bifan	peak2	Athaliana
MORF/ORRM1/DAG-like	9	9	5.333455206933978e-7	8.725345579764797e-5	InterPro	SSD	bifan	peak2	Athaliana
Protein of unknown function DUF1639	9	9	5.333455206933978e-7	8.725345579764797e-5	InterPro	SSD	bifan	peak2	Athaliana
14-3-3 domain	10	11	9.625958117033502e-7	1.4477751522796355e-4	InterPro	SSD	bifan	peak2	Athaliana
14-3-3 domain superfamily	10	11	9.625958117033502e-7	1.4477751522796355e-4	InterPro	SSD	bifan	peak2	Athaliana
14-3-3 protein	10	11	9.625958117033502e-7	1.4477751522796355e-4	InterPro	SSD	bifan	peak2	Athaliana
14-3-3 protein, conserved site	10	11	9.625958117033502e-7	1.4477751522796355e-4	InterPro	SSD	bifan	peak2	Athaliana
E3 ubiquitin-protein ligase BOI-like	10	11	9.625958117033502e-7	1.4477751522796355e-4	InterPro	SSD	bifan	peak2	Athaliana
NAD(P)-binding domain	21	37	9.839769511344486e-7	1.4564420744966243e-4	InterPro	SSD	bifan	peak2	Athaliana
Aldo-keto reductase	11	13	1.1160042494577392e-6	1.601036865568218e-4	InterPro	SSD	bifan	peak2	Athaliana
Glycoside hydrolase, family 16, active site	11	13	1.1160042494577392e-6	1.601036865568218e-4	InterPro	SSD	bifan	peak2	Athaliana
AUX/IAA domain	15	22	1.385355125934789e-6	1.9281248581107322e-4	InterPro	SSD	bifan	peak2	Athaliana
AUX/IAA protein	15	22	1.385355125934789e-6	1.9281248581107322e-4	InterPro	SSD	bifan	peak2	Athaliana
Glutathione S-transferase Omega/Tau-like	14	20	1.9438555673534965e-6	2.627022197908892e-4	InterPro	SSD	bifan	peak2	Athaliana
Glutathione S-transferases Tau, C-terminal alpha helical domain, plant	14	20	1.9438555673534965e-6	2.627022197908892e-4	InterPro	SSD	bifan	peak2	Athaliana
Thioredoxin	8	8	2.657117774265307e-6	3.5229618699930145e-4	InterPro	SSD	bifan	peak2	Athaliana
Ubiquitin-like domain superfamily	38	92	2.682362388949105e-6	3.5229618699930145e-4	InterPro	SSD	bifan	peak2	Athaliana
Ubiquitin domain	12	16	3.4629447472825356e-6	4.4849944122791173e-4	InterPro	SSD	bifan	peak2	Athaliana
Ubiquitin conserved site	11	14	4.253390721925109e-6	5.15847790293914e-4	InterPro	SSD	bifan	peak2	Athaliana
Zf-FLZ domain	11	14	4.253390721925109e-6	5.15847790293914e-4	InterPro	SSD	bifan	peak2	Athaliana
Adenylate kinase/UMP-CMP kinase	9	10	4.370185033052998e-6	5.15847790293914e-4	InterPro	SSD	bifan	peak2	Athaliana
Cyclophilin-type peptidyl-prolyl cis-trans isomerase	9	10	4.370185033052998e-6	5.15847790293914e-4	InterPro	SSD	bifan	peak2	Athaliana
Glycoside hydrolase, family 19	9	10	4.370185033052998e-6	5.15847790293914e-4	InterPro	SSD	bifan	peak2	Athaliana
Glycoside hydrolase, family 19, catalytic	9	10	4.370185033052998e-6	5.15847790293914e-4	InterPro	SSD	bifan	peak2	Athaliana
Lysozyme-like domain superfamily	9	10	4.370185033052998e-6	5.15847790293914e-4	InterPro	SSD	bifan	peak2	Athaliana
Short-chain dehydrogenase/reductase, conserved site	16	26	4.610971367680502e-6	5.374663500452585e-4	InterPro	SSD	bifan	peak2	Athaliana
Small GTPase Rho	10	12	4.72406536059106e-6	5.398725848781236e-4	InterPro	SSD	bifan	peak2	Athaliana
Peroxidase, active site	14	21	4.747405035925591e-6	5.398725848781236e-4	InterPro	SSD	bifan	peak2	Athaliana
Heavy metal-associated domain superfamily	21	40	5.344863237624137e-6	6.004921649499406e-4	InterPro	SSD	bifan	peak2	Athaliana
NADP-dependent oxidoreductase domain	13	19	6.836073868033976e-6	7.49957515522551e-4	InterPro	SSD	bifan	peak2	Athaliana
NADP-dependent oxidoreductase domain superfamily	13	19	6.836073868033976e-6	7.49957515522551e-4	InterPro	SSD	bifan	peak2	Athaliana
Cyclin-like superfamily	23	47	8.994571213743485e-6	9.752834484669534e-4	InterPro	SSD	bifan	peak2	Athaliana
Peroxidases heam-ligand binding site	16	27	9.201674446147674e-6	9.862714277049085e-4	InterPro	SSD	bifan	peak2	Athaliana
ADP-ribosylation factor 1-5	7	7	1.3234638908194189e-5	0.0012990842928306402	InterPro	SSD	bifan	peak2	Athaliana
Alfin	7	7	1.3234638908194189e-5	0.0012990842928306402	InterPro	SSD	bifan	peak2	Athaliana
Alfin, N-terminal	7	7	1.3234638908194189e-5	0.0012990842928306402	InterPro	SSD	bifan	peak2	Athaliana
Alfin1-like, PHD finger	7	7	1.3234638908194189e-5	0.0012990842928306402	InterPro	SSD	bifan	peak2	Athaliana
BOULE/DAZ family	7	7	1.3234638908194189e-5	0.0012990842928306402	InterPro	SSD	bifan	peak2	Athaliana
Glucose-6-phosphate 1-epimerase	7	7	1.3234638908194189e-5	0.0012990842928306402	InterPro	SSD	bifan	peak2	Athaliana
Protein of unknown function DUF1644	7	7	1.3234638908194189e-5	0.0012990842928306402	InterPro	SSD	bifan	peak2	Athaliana
