TermID	genes	all	pval	padj	Class	Mode	Motif	Species
MORF/ORRM1/DAG-like	9	9	1.6900128710966976e-6	2.5835032824551976e-4	InterPro	SSD	bifan	Athaliana
Protein of unknown function DUF1639	9	9	1.6900128710966976e-6	2.5835032824551976e-4	InterPro	SSD	bifan	Athaliana
Glutathione S-transferase, C-terminal domain superfamily	28	53	1.9845147432394884e-6	2.984774190436811e-4	InterPro	SSD	bifan	Athaliana
Glutathione S-transferase, N-terminal	26	48	2.4724365471140737e-6	3.6595985399744027e-4	InterPro	SSD	bifan	Athaliana
NAD(P)-binding domain superfamily	96	275	3.197951079379331e-6	4.415394370033309e-4	InterPro	SSD	bifan	Athaliana
Toll/interleukin-1 receptor homology (TIR) domain	36	77	3.2684677880080068e-6	4.415394370033309e-4	InterPro	SSD	bifan	Athaliana
Toll/interleukin-1 receptor homology (TIR) domain superfamily	36	77	3.2684677880080068e-6	4.415394370033309e-4	InterPro	SSD	bifan	Athaliana
14-3-3 domain	10	11	3.361855230802841e-6	4.415394370033309e-4	InterPro	SSD	bifan	Athaliana
14-3-3 domain superfamily	10	11	3.361855230802841e-6	4.415394370033309e-4	InterPro	SSD	bifan	Athaliana
14-3-3 protein	10	11	3.361855230802841e-6	4.415394370033309e-4	InterPro	SSD	bifan	Athaliana
14-3-3 protein, conserved site	10	11	3.361855230802841e-6	4.415394370033309e-4	InterPro	SSD	bifan	Athaliana
E3 ubiquitin-protein ligase BOI-like	10	11	3.361855230802841e-6	4.415394370033309e-4	InterPro	SSD	bifan	Athaliana
Methyltransferase type 11	20	33	3.5324946760965425e-6	4.575071229805591e-4	InterPro	SSD	bifan	Athaliana
Osmotin/thaumatin-like superfamily	13	17	4.213020511392881e-6	5.26844464112538e-4	InterPro	SSD	bifan	Athaliana
Thaumatin family	13	17	4.213020511392881e-6	5.26844464112538e-4	InterPro	SSD	bifan	Athaliana
Aldo-keto reductase	11	13	4.293853005099505e-6	5.26844464112538e-4	InterPro	SSD	bifan	Athaliana
Glycoside hydrolase, family 16, active site	11	13	4.293853005099505e-6	5.26844464112538e-4	InterPro	SSD	bifan	Athaliana
Cyclin-like superfamily	25	47	5.948749324868704e-6	7.204167201870217e-4	InterPro	SSD	bifan	Athaliana
Thioredoxin domain	37	82	6.768939583708291e-6	8.092354053599977e-4	InterPro	SSD	bifan	Athaliana
EF-Hand 1, calcium-binding site	45	107	7.3330934254006655e-6	8.622125235095556e-4	InterPro	SSD	bifan	Athaliana
Thioredoxin	8	8	7.40590251769189e-6	8.622125235095556e-4	InterPro	SSD	bifan	Athaliana
AUX/IAA domain	15	22	7.581922458743545e-6	8.622125235095556e-4	InterPro	SSD	bifan	Athaliana
AUX/IAA protein	15	22	7.581922458743545e-6	8.622125235095556e-4	InterPro	SSD	bifan	Athaliana
NAD(P)-binding domain	21	37	8.649544580604017e-6	9.717711230618368e-4	InterPro	SSD	bifan	Athaliana
Ubiquitin-like domain superfamily	40	92	8.892297443553232e-6	9.871508769182607e-4	InterPro	SSD	bifan	Athaliana
Glutathione S-transferase Omega/Tau-like	14	20	9.669277315537318e-6	0.0010484419879928546	InterPro	SSD	bifan	Athaliana
Glutathione S-transferases Tau, C-terminal alpha helical domain, plant	14	20	9.669277315537318e-6	0.0010484419879928546	InterPro	SSD	bifan	Athaliana
Cyclin-like	22	40	1.0558795074875653e-5	0.001131732920381787	InterPro	SSD	bifan	Athaliana
Adenylate kinase/UMP-CMP kinase	9	10	1.3429894021331409e-5	0.00136123654074908	InterPro	SSD	bifan	Athaliana
Cyclophilin-type peptidyl-prolyl cis-trans isomerase	9	10	1.3429894021331409e-5	0.00136123654074908	InterPro	SSD	bifan	Athaliana
Glycoside hydrolase, family 19	9	10	1.3429894021331409e-5	0.00136123654074908	InterPro	SSD	bifan	Athaliana
Glycoside hydrolase, family 19, catalytic	9	10	1.3429894021331409e-5	0.00136123654074908	InterPro	SSD	bifan	Athaliana
Lysozyme-like domain superfamily	9	10	1.3429894021331409e-5	0.00136123654074908	InterPro	SSD	bifan	Athaliana
Ubiquitin domain	12	16	1.4220950863148801e-5	0.0014259179225684147	InterPro	SSD	bifan	Athaliana
EF-hand domain	47	116	1.5303125985424627e-5	0.0015181026575966452	InterPro	SSD	bifan	Athaliana
Ubiquitin conserved site	11	14	1.586419159642228e-5	0.0015221755508840835	InterPro	SSD	bifan	Athaliana
Zf-FLZ domain	11	14	1.586419159642228e-5	0.0015221755508840835	InterPro	SSD	bifan	Athaliana
Small GTPase Rho	10	12	1.5997126432883666e-5	0.0015221755508840835	InterPro	SSD	bifan	Athaliana
Thaumatin, conserved site	10	12	1.5997126432883666e-5	0.0015221755508840835	InterPro	SSD	bifan	Athaliana
Peroxidase, active site	14	21	2.288302036685918e-5	0.002155395605262241	InterPro	SSD	bifan	Athaliana
Calcineurin-like phosphoesterase domain, ApaH type	26	53	2.5915974329259063e-5	0.002405479780708667	InterPro	SSD	bifan	Athaliana
Short-chain dehydrogenase/reductase, conserved site	16	26	2.6053990118131403e-5	0.002405479780708667	InterPro	SSD	bifan	Athaliana
NADP-dependent oxidoreductase domain	13	19	2.9947654913251393e-5	0.002701538239106518	InterPro	SSD	bifan	Athaliana
NADP-dependent oxidoreductase domain superfamily	13	19	2.9947654913251393e-5	0.002701538239106518	InterPro	SSD	bifan	Athaliana
Cyclin, N-terminal	19	34	3.133007957102748e-5	0.002701538239106518	InterPro	SSD	bifan	Athaliana
ADP-ribosylation factor 1-5	7	7	3.244742978873244e-5	0.002701538239106518	InterPro	SSD	bifan	Athaliana
Alfin	7	7	3.244742978873244e-5	0.002701538239106518	InterPro	SSD	bifan	Athaliana
Alfin, N-terminal	7	7	3.244742978873244e-5	0.002701538239106518	InterPro	SSD	bifan	Athaliana
Alfin1-like, PHD finger	7	7	3.244742978873244e-5	0.002701538239106518	InterPro	SSD	bifan	Athaliana
BOULE/DAZ family	7	7	3.244742978873244e-5	0.002701538239106518	InterPro	SSD	bifan	Athaliana
Glucose-6-phosphate 1-epimerase	7	7	3.244742978873244e-5	0.002701538239106518	InterPro	SSD	bifan	Athaliana
Protein of unknown function DUF1644	7	7	3.244742978873244e-5	0.002701538239106518	InterPro	SSD	bifan	Athaliana
Protein of unknown function PDDEXK-like	7	7	3.244742978873244e-5	0.002701538239106518	InterPro	SSD	bifan	Athaliana
Heavy metal-associated domain superfamily	21	40	4.267624232106603e-5	0.0035217341561410683	InterPro	SSD	bifan	Athaliana
Phloem protein 2-like	11	15	4.712307798850146e-5	0.003854585107392773	InterPro	SSD	bifan	Athaliana
Peroxidases heam-ligand binding site	16	27	5.037712345571306e-5	0.0040849276193436895	InterPro	SSD	bifan	Athaliana
Adenylate kinase, conserved site	8	9	5.313301969045346e-5	0.004094755443086599	InterPro	SSD	bifan	Athaliana
Autophagy protein Atg8 ubiquitin-like	8	9	5.313301969045346e-5	0.004094755443086599	InterPro	SSD	bifan	Athaliana
Exoribonuclease, PH domain 2 superfamily	8	9	5.313301969045346e-5	0.004094755443086599	InterPro	SSD	bifan	Athaliana
Exoribonuclease, phosphorolytic domain 1	8	9	5.313301969045346e-5	0.004094755443086599	InterPro	SSD	bifan	Athaliana
Serine-threonine protein phosphatase, N-terminal	8	9	5.313301969045346e-5	0.004094755443086599	InterPro	SSD	bifan	Athaliana
Tetraspani, plant	8	9	5.313301969045346e-5	0.004094755443086599	InterPro	SSD	bifan	Athaliana
Plant non-specific lipid-transfer protein/Par allergen	10	13	5.500803785883086e-5	0.004170324821411364	InterPro	SSD	bifan	Athaliana
Tetraspanin/Peripherin	10	13	5.500803785883086e-5	0.004170324821411364	InterPro	SSD	bifan	Athaliana
Carbohydrate-binding X8 domain-containing protein, plant	9	11	5.8736068578710034e-5	0.0043817107159717684	InterPro	SSD	bifan	Athaliana
TPX2, C-terminal	9	11	5.8736068578710034e-5	0.0043817107159717684	InterPro	SSD	bifan	Athaliana
Plant peroxidase	15	25	7.118223046548648e-5	0.005226569284178436	InterPro	SSD	bifan	Athaliana
Secretory peroxidase	15	25	7.118223046548648e-5	0.005226569284178436	InterPro	SSD	bifan	Athaliana
Metallo-dependent phosphatase-like	26	56	8.520654442605965e-5	0.0062074298966641114	InterPro	SSD	bifan	Athaliana
Heavy metal-associated domain, HMA	19	36	8.972606224153562e-5	0.0064860118635838735	InterPro	SSD	bifan	Athaliana
PB1 domain	23	48	1.1870090575388797e-4	0.008442498789540814	InterPro	SSD	bifan	Athaliana
Chaperone DnaJ, C-terminal	11	16	1.1950775766427749e-4	0.008442498789540814	InterPro	SSD	bifan	Athaliana
HSP40/DnaJ peptide-binding	11	16	1.1950775766427749e-4	0.008442498789540814	InterPro	SSD	bifan	Athaliana
Adenylate kinase subfamily	6	6	1.421336698333718e-4	0.008955381562136433	InterPro	SSD	bifan	Athaliana
Beta carbonic anhydrases, cladeB	6	6	1.421336698333718e-4	0.008955381562136433	InterPro	SSD	bifan	Athaliana
Carbonic anhydrase	6	6	1.421336698333718e-4	0.008955381562136433	InterPro	SSD	bifan	Athaliana
Carbonic anhydrase superfamily	6	6	1.421336698333718e-4	0.008955381562136433	InterPro	SSD	bifan	Athaliana
Carbonic anhydrase, prokaryotic-like, conserved site	6	6	1.421336698333718e-4	0.008955381562136433	InterPro	SSD	bifan	Athaliana
Class I-like SAM-dependent O-methyltransferase	6	6	1.421336698333718e-4	0.008955381562136433	InterPro	SSD	bifan	Athaliana
ENT domain	6	6	1.421336698333718e-4	0.008955381562136433	InterPro	SSD	bifan	Athaliana
ENT domain-like superfamily	6	6	1.421336698333718e-4	0.008955381562136433	InterPro	SSD	bifan	Athaliana
RCHY1, zinc-ribbon	6	6	1.421336698333718e-4	0.008955381562136433	InterPro	SSD	bifan	Athaliana
Ribosomal protein L7/L12	6	6	1.421336698333718e-4	0.008955381562136433	InterPro	SSD	bifan	Athaliana
Ribosomal protein L7/L12, C-terminal	6	6	1.421336698333718e-4	0.008955381562136433	InterPro	SSD	bifan	Athaliana
RING-H2 finger protein ATL10/ATL75-79	6	6	1.421336698333718e-4	0.008955381562136433	InterPro	SSD	bifan	Athaliana
Zinc finger, CHY-type	6	6	1.421336698333718e-4	0.008955381562136433	InterPro	SSD	bifan	Athaliana
Zinc finger, CHY-type superfamily	6	6	1.421336698333718e-4	0.008955381562136433	InterPro	SSD	bifan	Athaliana
Zinc finger, CTCHY-type	6	6	1.421336698333718e-4	0.008955381562136433	InterPro	SSD	bifan	Athaliana
Zinc finger, CTCHY-type superfamily	6	6	1.421336698333718e-4	0.008955381562136433	InterPro	SSD	bifan	Athaliana
DnaJ domain, conserved site	22	46	1.719805818146472e-4	0.010763214264574397	InterPro	SSD	bifan	Athaliana
CO/COL/TOC1, conserved site	9	12	1.8695289501618944e-4	0.011622238306839776	InterPro	SSD	bifan	Athaliana
Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain	17	32	1.8924621587415572e-4	0.011658756733021941	InterPro	SSD	bifan	Athaliana
Expansin, cellulose-binding-like domain	12	19	1.9504193569452253e-4	0.011658756733021941	InterPro	SSD	bifan	Athaliana
Expansin, cellulose-binding-like domain superfamily	12	19	1.9504193569452253e-4	0.011658756733021941	InterPro	SSD	bifan	Athaliana
Expansin/Lol pI	12	19	1.9504193569452253e-4	0.011658756733021941	InterPro	SSD	bifan	Athaliana
Expansin/pollen allergen, DPBB domain	12	19	1.9504193569452253e-4	0.011658756733021941	InterPro	SSD	bifan	Athaliana
RlpA-like protein, double-psi beta-barrel domain	12	19	1.9504193569452253e-4	0.011658756733021941	InterPro	SSD	bifan	Athaliana
Conserved hypothetical protein CHP01589, plant	7	8	2.077381206860159e-4	0.011764238071855535	InterPro	SSD	bifan	Athaliana
E3 ubiquitin-protein ligase MARCH-like	7	8	2.077381206860159e-4	0.011764238071855535	InterPro	SSD	bifan	Athaliana
Exoribonuclease, phosphorolytic domain 2	7	8	2.077381206860159e-4	0.011764238071855535	InterPro	SSD	bifan	Athaliana
Protein of unknown function DUF3675	7	8	2.077381206860159e-4	0.011764238071855535	InterPro	SSD	bifan	Athaliana
Zinc finger, A20-type	7	8	2.077381206860159e-4	0.011764238071855535	InterPro	SSD	bifan	Athaliana
ATP-dependent Clp protease proteolytic subunit	8	10	2.1194552236694154e-4	0.011764238071855535	InterPro	SSD	bifan	Athaliana
Clp protease proteolytic subunit /Translocation-enhancing protein TepA	8	10	2.1194552236694154e-4	0.011764238071855535	InterPro	SSD	bifan	Athaliana
Histone H3/CENP-A	8	10	2.1194552236694154e-4	0.011764238071855535	InterPro	SSD	bifan	Athaliana
PNPase/RNase PH domain superfamily	8	10	2.1194552236694154e-4	0.011764238071855535	InterPro	SSD	bifan	Athaliana
PPPDE peptidase domain	8	10	2.1194552236694154e-4	0.011764238071855535	InterPro	SSD	bifan	Athaliana
PPPDE peptidase domain superfamily	8	10	2.1194552236694154e-4	0.011764238071855535	InterPro	SSD	bifan	Athaliana
Trihelix transcription factor ASIL1/2-like	8	10	2.1194552236694154e-4	0.011764238071855535	InterPro	SSD	bifan	Athaliana
Ubiquitin-like domain	25	56	2.503925417213252e-4	0.013816038174860103	InterPro	SSD	bifan	Athaliana
Zinc finger, PHD-finger	23	50	2.5541704154697856e-4	0.014010375955444559	InterPro	SSD	bifan	Athaliana
Glutathione S-transferase, C-terminal	13	22	2.711873164778959e-4	0.01478843114711333	InterPro	SSD	bifan	Athaliana
Thioredoxin, conserved site	16	30	2.752219597601259e-4	0.014921190550948687	InterPro	SSD	bifan	Athaliana
Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain superfamily	17	33	3.075710947570637e-4	0.016578615367685658	InterPro	SSD	bifan	Athaliana
RlpA-like domain superfamily	12	20	3.8619359070136944e-4	0.02069686915684063	InterPro	SSD	bifan	Athaliana
Alpha/beta hydrolase fold-1	31	77	4.6648548824427416e-4	0.024857012445016324	InterPro	SSD	bifan	Athaliana
EF-hand domain pair	49	138	4.876855718568327e-4	0.025839022486164574	InterPro	SSD	bifan	Athaliana
Phosphoribosyltransferase-like	11	18	5.47783668384515e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Phytocyanin	11	18	5.47783668384515e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Phytocyanin domain	11	18	5.47783668384515e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Protein of unknown function DUF789	8	11	6.205040658022271e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Adaptor protein complex, sigma subunit	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Aldo-keto reductase family 4C	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
CID8-like protein, RNA recognition motif 1	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
CID8-like protein, RNA recognition motif 2	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Cysteine oxygenase/2-aminoethanethiol dioxygenase	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
DNA repair metallo-beta-lactamase	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Domain of unknown function DUF3700	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Enoyl-CoA hydratase/isomerase, conserved site	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Hexapeptide transferase, conserved site	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Inactive poly [ADP-ribose] polymerase RCD1/SRO1-5	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Nascent polypeptide-associated complex subunit alpha	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Nudix hydrolase 6-like	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Peptidase T1A, proteasome beta-subunit	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Pre-nudix hydrolase domain	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Protein BREVIS RADIX-like	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Protein of unknown function DUF1677, plant	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Protein WVD2-like 7	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Ribosomal protein L19	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Ribosomal protein L19 superfamily	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
S-adenosylmethionine decarboxylase	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
S-adenosylmethionine decarboxylase, core	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Serine acetyltransferase, LbH domain	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Serine acetyltransferase, N-terminal	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Serine acetyltransferase, N-terminal domain superfamily	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Serine O-acetyltransferase	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
STAR protein, homodimerisation region	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Stem-specific protein TSJT1-like	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Transcriptional coactivator Hfi1/Transcriptional adapter 1	5	5	6.224837555461021e-4	0.027907024136862506	InterPro	SSD	bifan	Athaliana
Zinc finger, PHD-type, conserved site	23	53	7.146751271812861e-4	0.031886820865863606	InterPro	SSD	bifan	Athaliana
Aldose 1-/Glucose-6-phosphate 1-epimerase	7	9	7.488559741704838e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
AN1-like Zinc finger	7	9	7.488559741704838e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Fe-S cluster assembly domain superfamily	7	9	7.488559741704838e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
PapD-like superfamily	7	9	7.488559741704838e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Powdery mildew resistance protein, RPW8 domain	7	9	7.488559741704838e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Prolyl 4-hydroxylase alpha subunit, Fe(2+) 2OG dioxygenase domain	7	9	7.488559741704838e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Ulp1 protease family, C-terminal catalytic domain	7	9	7.488559741704838e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Vesicle-associated membrane-protein-associated protein	7	9	7.488559741704838e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Zinc finger, AN1-type	7	9	7.488559741704838e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Haloacid dehalogenase-like hydrolase	10	16	7.724385494063492e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
NUDIX hydrolase, conserved site	10	16	7.724385494063492e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
SWIB/MDM2 domain	10	16	7.724385494063492e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Class I peroxidase	6	7	8.002511101012074e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Drought induced 19 protein type, zinc-binding domain	6	7	8.002511101012074e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Early nodulin-like protein domain	6	7	8.002511101012074e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Glutathione peroxidase	6	7	8.002511101012074e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Glutathione peroxidase active site	6	7	8.002511101012074e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Glutathione peroxidase conserved site	6	7	8.002511101012074e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Heme-binding peroxidase Ccp1-like	6	7	8.002511101012074e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
KH domain-containing BBP-like	6	7	8.002511101012074e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Myc-type, basic helix-loop-helix (bHLH) domain	6	7	8.002511101012074e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Protein DEHYDRATION-INDUCED 19	6	7	8.002511101012074e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Protein dehydration-induced 19, C-terminal	6	7	8.002511101012074e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Protein of unknown function DUF868, plant	6	7	8.002511101012074e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like	6	7	8.002511101012074e-4	0.03189034872518701	InterPro	SSD	bifan	Athaliana
PPM-type phosphatase domain	27	67	0.0010377644576309542	0.04100488799749427	InterPro	SSD	bifan	Athaliana
PPM-type phosphatase domain superfamily	27	67	0.0010377644576309542	0.04100488799749427	InterPro	SSD	bifan	Athaliana
